Código CNO-11: 1111,"MIEMBROS DEL PODER EJECUTIVO (NACIONAL, AUTONÓMICO Y LOCAL) Y DEL PODER LEGISLATIVO",,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  84: Administración Pública y defensa; Seguridad Social obligatoria",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Presidentes del Gobierno
-  Ministros del gobierno
-  Diputados al Parlamento
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
- Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
- Posibilidad de jornada laboral amplia y/o irregular",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  1112,PERSONAL DIRECTIVO DE LA ADMINISTRACIÓN PÚBLICA,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
- 84: Administración Pública, Defensa y Seguridad Social obligatoria",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Embajadores
-  Cónsules generales
-  Subsecretarios de Estado
-  Directores de la función pública",,"OCUPACIONES AFINES NO INCLUIDAS:
-  No constan",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
El  personal  directivo  de  la  administración  pública  asesora  a  ésta  en  los  asuntos  políticos,  vigila  la interpretación  y  aplicación  de  la  política  pública  y  de  la  legislación  por  los  órganos  públicos;  actúa  en nombre  y  representación  del  país  en  el  extranjero  o  desempeña  tareas  similares  en  organizaciones intergubernamentales.  Planifica,  organiza,  orienta,  controla  y  evalúa  las  actividades  generales  de  los departamentos, órganos, agencias o comisiones del gobierno nacional o de los gobiernos de la región o de la  provincia  o  colectividad  local,  de  conformidad  con  la  legislación  y  las  políticas  del  gobierno  o  de  los órganos legislativos.
Entre sus tareas se incluyen:
-  asesorar  en  los  asuntos  políticos  a  la  administración  pública  y  al  órgano  legislativo  nacional  o  del Estado federado o de la provincia, región o colectividad local;
-  asesorar en la preparación de los presupuestos públicos, así como de las leyes y reglamentos, incluidas sus enmiendas;
-  establecer  objetivos  para  los  órganos  públicos  de  conformidad  con  la  legislación  y  la  política  de  la administración pública;
-  elaborar o aprobar y evaluar programas y procedimientos para la aplicación de las políticas públicas junto con la propia administración pública o en consulta con ella;
-  recomendar,  examinar,  evaluar  y  aprobar  documentos,  notas  e  informes  presentados  por  otros directivos de la administración pública de nivel medio o superior;
-  velar por la elaboración y aplicación de sistemas y procedimientos adecuados para la realización del control presupuestario;
-  coordinar las actividades con los demás directivos y funcionarios de la administración pública;
-  presentar a comisiones legislativas o de la administración pública políticas, programas o presupuestos;
-  controlar la interpretación y aplicación de la política pública y de la legislación por los órganos públicos.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11: 1112,PERSONAL DIRECTIVO DE LA ADMINISTRACIÓN PÚBLICA,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,X,,,,,Atención al público,,X,,
Columna dorsolumbar,X,,,,,Toma de decisiones,,,,X
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,,X,,
Mano,X,,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,,X,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,X,,,
Estática,X,,,,,Profunda,X,,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
- No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
- Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
- Posibilidad de jornada laboral amplia y/o irregular",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11: 1113,DIRECTORES DE ORGANIZACIONES DE INTERÉS SOCIAL,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  84: Administración Pública y defensa; Seguridad Social obligatoria",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Dirigentes, partido político
-  Dirigentes, organización empresarial
-  Dirigentes, sindicato de trabajadores
-  Dirigentes, organización humanitaria
-  Dirigentes, fundación",,"OCUPACIONES AFINES NO INCLUIDAS:
- No constan",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP):  no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los  directores  de  organizaciones  de  interés  social  definen,  formulan  y  orientan  la  política  de  estas organizaciones,  tales  como  partidos  políticos,  sindicatos,  organizaciones  de  empleadores,  asociaciones industriales, organizaciones humanitarias o de beneficencia y asociaciones deportivas, representan a las organizaciones y actúan en su nombre.
Entre sus tareas se incluyen:
-  definir y formular la política, los estatutos y reglamentos de la organización;
-  planificar, dirigir y coordinar el funcionamiento general de la organización;
-  examinar  las  operaciones  y  resultados  de  la  organización  e  informar  al  consejo  de  dirección  y  a  los órganos directivos, a los miembros de la organización y a las entidades que aporten financiación;
-  realizar negociaciones en nombre de la organización, de sus miembros y de los grupos relevantes de interés social;
-  defender  los   intereses  de  la  organización  y  de  sus  miembros  ante  los  órganos  legislativos,  la administración pública o el público en general;
-  planificar,  organizar  y  orientar  las  actividades  de  los  órganos  encargados  de  aplicar  las  políticas, estatutos y reglamentos de la organización;
-  velar por la elaboración y aplicación de sistemas y procedimientos adecuados para la realización del control presupuestario;
-  supervisar y evaluar el funcionamiento de la organización o empresa a tenor de los objetivos y políticas establecidos;
-  representar a la organización en actos oficiales y reuniones de órganos directivos, en negociaciones y en convenciones, audiencias públicas y foros.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11: 1113,DIRECTORES DE ORGANIZACIONES DE INTERÉS SOCIAL,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,,X
Columna cervical,X,,,,,Atención al público,,X,,
Columna dorsolumbar,X,,,,,Toma de decisiones,,,,X
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,,X,,
Mano,X,,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,,X,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,X,,,
Estática,X,,,,,Profunda,X,,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
- No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
- Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
- Posibilidad de jornada laboral amplia y/o irregular",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11: 1120,DIRECTORES GENERALES Y PRESIDENTES EJECUTIVOS,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  En  sector  público:  84:  Administración  Pública  y  defensa;  Seguridad Social obligatoria
?  En   sector   privado:   pueden   desarrollar   su   actividad   en   numerosos sectores de actividad económica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Directores generales, empresa privada
-  Directores generales, empresa pública
-  Presidentes ejecutivos
-  Rectores de universidades",,"OCUPACIONES AFINES NO INCLUIDAS:
- No constan",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP):  no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los directores generales y presidentes ejecutivos elaboran y examinan las políticas y planifican, orientan, coordinan   y   evalúan   las   actividades   generales   de   las   empresas   u   organizaciones   (excepto   las organizaciones de interés social y los órganos públicos) con la asistencia de otros directivos, siguiendo, en general,  la  orientación  impartida  por  el  consejo  de  dirección  u  otro  órgano  directivo,  ante  quien  son responsables de los resultados obtenidos y de las actividades realizadas.
Nota:  Los  directores  generales  y  presidentes  ejecutivos  y  los  demás  altos  directivos  que  coordinan  y supervisan  las  actividades  de  los  directores  subordinados  responsables  de  una  variada  gama  de  tareas funcionales deben incluirse en el grupo primario 1120, Directores generales y presidentes ejecutivos. Los directores  responsables  de  funciones  especializadas  en  una  zona  geográfica  concreta  están  excluidos  de este  grupo  primario.  Por  ejemplo,  los  directores  regionales  de  ventas  están  clasificados  en  el  grupo primario 1221, Directores comerciales y de ventas.
Los  puestos  de  trabajo  cuya  principal  función  es  participar  en  el  consejo  de  dirección  de  una  o  más empresas u organizaciones están incluidos en el grupo primario 1120, Directores generales y presidentes ejecutivos.  Los  gerentes  generales  de  empresas  públicas  están  incluidos  en  el  grupo  primario  1120, Directores generales y presidentes ejecutivos.
Entre sus tareas se incluyen:
-  planificar, orientar y coordinar el funcionamiento general de la empresa u organización;
-  examinar  las  actividades  y  resultados  de  la  empresa  u  organización  y comunicar  esta información  al consejo de dirección o a los órganos directivos;
-  establecer objetivos, estrategias, políticas y programas para la empresa u organización;
-  asumir el liderazgo general y la gestión de la empresa u organización;
-  establecer  y  gestionar  presupuestos,  controlar  los  gastos  y  asegurar  la  utilización  eficiente  de  los recursos;
-  autorizar los recursos materiales, humanos y financieros para la ejecución de las políticas y programas de la organización;
-  supervisar y evaluar el funcionamiento de la empresa a tenor de los objetivos y políticas establecidos;
-  consultar con el personal de alto nivel subordinado y examinar sus recomendaciones e informes;
-  representar a la organización en actos oficiales y reuniones de órganos directivos, en negociaciones y en convenciones, seminarios, audiencias públicas y foros;
-  seleccionar al personal de alto nivel o aprobar su selección;
-  velar por que la organización cumpla las leyes y reglamentos en vigor.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11: 1120,DIRECTORES GENERALES Y PRESIDENTES EJECUTIVOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,,X
Columna cervical,X,,,,,Atención al público,,X,,
Columna dorsolumbar,X,,,,,Toma de decisiones,,,,X
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,,X,,
Mano,X,,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,,X,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,X,,,
Estática,X,,,,,Profunda,X,,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
- No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
- Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
- Posibilidad de jornada laboral amplia y/o irregular",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11:  1211,DIRECTORES FINANCIEROS,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  En  sector  público:  84:  Administración  Pública  y  defensa;  Seguridad Social obligatoria
?  En  sector  privado:  64:  Servicios  financieros,  excepto  seguros  y  fondos de pensiones",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Directores financieros
-  Directores de departamentos de contabilidad
-  Directores de departamentos de costes
-  Directores de departamentos de presupuestos",,"OCUPACIONES AFINES NO INCLUIDAS:
- 1327: Gerentes de sucursales de servicios financieros
- 2611: Especialistas en contabilidad",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP): no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los  directores  financieros  planifican,  dirigen  y  coordinan  las  operaciones  financieras  de  una  empresa  u organización  en  consulta  con  el  consejo  de dirección  y  con  los  directores  de  otros  departamentos  o  de otras empresas que presten servicios financieros a esta empresa u organización.
Entre sus tareas se incluyen:
-  planificar, dirigir y coordinar las operaciones financieras de la empresa u organización;
-  evaluar la situación financiera de la empresa u organización, preparar los presupuestos y controlar las operaciones financieras;
-  consultar con el gerente general y con los directores de otros departamentos;
-  establecer  y  gestionar  presupuestos,  controlar  los  gastos  y  asegurar  la  utilización  eficiente  de  los recursos;
-  establecer y dirigir los procedimientos operativos y administrativos;
-  planificar y dirigir el trabajo diario;
-  controlar la selección, formación y rendimiento del personal;
-  representar a la empresa u organización en las relaciones con entidades externas.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica.",,,,,,,,,,
Código CNO-11: 1211,DIRECTORES FINANCIEROS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,X,,,,,Atención al público,,X,,
Columna dorsolumbar,X,,,,,Toma de decisiones,,,,X
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,,X,,
Mano,X,,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,,X,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,X,,,
Estática,X,,,,,Profunda,X,,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
- No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
- Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
- Posibilidad de jornada laboral amplia y/o irregular",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11: 1212,DIRECTORES DE RECURSOS HUMANOS,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  En  sector  público:  84:  Administración  Pública  y  defensa;  Seguridad Social obligatoria.
?  En   sector   privado:   pueden   desarrollar   su   actividad   en   numerosos sectores de actividad económica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Directores de departamentos de recursos humanos
-  Directores de departamentos de relaciones laborales
-  Directores de selección de personal
-  Directores de contratación
-  Directores de formación de personal",,"OCUPACIONES AFINES NO INCLUIDAS:
- No constan",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP):  no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
Los  directores  de  recursos  humanos  planifican,  dirigen  y  coordinan  políticas  relativas  al  personal,  a  las relaciones laborales y a las actividades de salud y seguridad en el trabajo de una empresa u organización, o de empresas que presten servicios de recursos humanos a otras empresas u organizaciones.
Entre sus tareas se incluyen:
-  planificar,  dirigir  y  coordinar  las  actividades,  políticas  y  prácticas  de  una  empresa  u  organización  en todo lo relativo al personal y a las relaciones laborales;
-  planificar y organizar los procedimientos destinados a la contratación, formación, promoción, traslados y despidos del personal;
-  planificar  y  organizar  las  negociaciones  sobre  fijación  de  la  escala  y  los  niveles  salariales  y  sobre  la consulta a los trabajadores sobre las condiciones de empleo;
-  controlar los programas y actividades de salud y seguridad y otras cuestiones conexas;
-  establecer  y  gestionar  presupuestos,  controlar  los  gastos  y  asegurar  la  utilización  eficiente  de  los recursos;
-  establecer y dirigir los procedimientos operativos y administrativos;
-  controlar la elaboración y aplicación de sistemas de información de gestión;
-  velar por el cumplimiento de las normas y de la legislación sobre los derechos de los trabajadores, la salud y seguridad, la igualdad de oportunidades y cuestiones conexas;
-  controlar la selección, formación y rendimiento del personal de toda la empresa u organización;
-  consultar con la alta dirección y con los directores de otros departamentos;
-  representar a la empresa u organización en las relaciones con entidades externas",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11: 1212,DIRECTORES DE RECURSOS HUMANOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,,X
Columna cervical,X,,,,,Atención al público,,X,,
Columna dorsolumbar,X,,,,,Toma de decisiones,,,,X
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,,X,,
Mano,X,,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,,X,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,X,,,
Estática,X,,,,,Profunda,X,,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
- No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
- Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
- Posibilidad de jornada laboral amplia y/o irregular",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11: 1219,DIRECTORES DE POLÍTICAS Y PLANIFICACIÓN Y DE OTROS DEPARTAMENTOS ADMINISTRATIVOS,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  En  sector  público:  84:  Administración  Pública  y  defensa;  Seguridad Social obligatoria.
?  En   sector   privado:   pueden   desarrollar   su   actividad   en   numerosos sectores de actividad económica",,,,,,,,,
"OCUPACIONES INCLUIDAS:
-  Directores de planificación corporativa
-  Directores de instalaciones
-  Directores de departamentos de control de calidad
-  Directores de servicios de limpieza",,"OCUPACIONES AFINES NO INCLUIDAS:
-  No constan",,,,,,,,
"REFERENCIAS:
Cualificación profesional (CNCP):  no existe
Permisos administrativos: no requiere certificación específica",,,,,,,,,,
"COMPETENCIAS Y TAREAS:
En este grupo se incluyen los directores de políticas y planificación los cuales planifican, organizan, dirigen y  coordinan  actividades  de  planificación  estratégica  y  de  asesoramiento  sobre  políticas  dentro  de  la administración  pública  o  para  organizaciones  no  gubernamentales  o  entidades  del  sector  privado,  o gestionan   las   actividades   de   empresas   que   prestan   servicios   de   planificación   estratégica   y   de asesoramiento sobre políticas. También se incluyen los directores de departamentos administrativos y de servicios no clasificados bajo otros epígrafes del subgrupo 121.
Entre sus tareas se incluyen:
-  elaborar,  aplicar  y  supervisar  planes,  programas,  políticas,  procesos,  sistemas  y  procedimientos estratégicos para alcanzar fines u objetivos o cumplir normas de trabajo;  elaborar, dirigir y administrar estudios y análisis de políticas;
-  coordinar la aplicación de políticas y prácticas; establecer medidas de la actividad y mediciones de la responsabilidad;  planificar y dirigir el trabajo diario;
-  dirigir y gestionar las actividades del personal de elaboración de políticas y de planificación estratégica;
-  controlar la selección, formación y rendimiento del personal; representar a la empresa u organización en  negociaciones,  convenciones,  etc;    realizar  tareas  de  asistencia,  estudio  y  asesoramiento  en  los ámbitos administrativo, operativo y de planificación estratégica a la alta dirección;
-  desarrollar y gestionar los recursos administrativos y físicos de la organización;
-  elaborar y aplicar declaraciones y directrices en materias administrativas y de procedimiento para uso por el personal de la organización;
-  analizar cuestiones e iniciativas complejas en relación con la gestión de los recursos que afecten a la organización y preparar los correspondientes informes, correspondencia y documentos;
-  prestar  información  y  asistencia  para  la  preparación  de  informes  financieros  y  dirigir,  gestionar  y formar al personal administrativo.",,,,,,,,,,
"POSIBLES MENCIONES EN EL CUADRO DE ENFERMEDADES PROFESIONALES:
-  No se contemplan de manera específica",,,,,,,,,,
Código CNO-11: 1219,DIRECTORES DE POLÍTICAS Y PLANIFICACIÓN Y DE OTROS DEPARTAMENTOS ADMINISTRATIVOS,,,,,,,,,
REQUERIMIENTOS,GRADO,,,,,REQUERIMIENTOS,GRADO,,,
,1,2,3,4,,,1,2,3,4
Carga física,X,,,,,Carga mental,,,,
Carga biomecánica,,,,,,Comunicación,,,X,
Columna cervical,X,,,,,Atención al público,,X,,
Columna dorsolumbar,X,,,,,Toma de decisiones,,,,X
Hombro,X,,,,,Atención/complejidad,,,,X
Codo,X,,,,,Apremio,,X,,
Mano,X,,,,,Dependencia,X,,,
Cadera,X,,,,,Visión,,,,
Rodilla,X,,,,,Agudeza visual,,,X,
Tobillo/pie,X,,,,,Campo visual,,X,,
Manejo de cargas,X,,,,,Audición,,X,,
Trabajo de precisión,X,,,,,Voz,,,X,
Sedestación,,,X,,,Sensibilidad,,,,
Bipedestación,,,,,,Superficial,X,,,
Estática,X,,,,,Profunda,X,,,
Dinámica,X,,,,,,,,,
Marcha por terreno irregular,X,,,,,,,,,
POSIBLES RIESGOS Y CIRCUNSTANCIAS ESPECÍFICAS,,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL AMBIENTE LABORAL:
- No constan",,,,,,,,,,
"POSIBLES RIESGOS DERIVADOS DEL MATERIAL/HERRAMIENTAS DE TRABAJO:
?  Utilización de pantallas de visualización de datos",,,,,,,,,,
"CIRCUNSTANCIAS ESPECÍFICAS DEL MEDIO LABORAL:
- Posibilidad de jornada laboral amplia y/o irregular",,,,,,,,,,
|,,,,,,,,,,
Código CNO-11: 1221,DIRECTORES COMERCIALES Y DE VENTAS,,,,,,,,,
"GPR:
F; G; J; L","SECTOR DE ACTIVIDAD (CNAE):
?  46: Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas
Pueden  desarrollar  su  actividad  en  numerosos  sectores  de  actividad económica",,,,,,,,,
